product_id,review_date,user_id,review_title,review_text,rating
B00HZYBM9W,"on October 6, 2015",A1SCWR3AOJC7NZ,"New Diet Pepsi is awful, tastes horrid, makes millions sick! Pepsi refuses to respond.","The new diet pepsi is NOT LIGHT OR REFRESHING OR CRISP, it tastes like crap. Bring back the original diet pepsi with aspartame.  You reacted to a tiny portion of the public that didn't even drink diet pepsi over the loyal fans who actually buy it. WE HATE IT. I will never spend another penny on a pepsico product.",1
B00HZYBM9W,"on August 25, 2015",A2RF726XOUTZX0,Five Stars,Love it,5
B00HZYBM9W,"on August 3, 2015",AHVCW9S0MK7HI,Three Stars,"Diet Pepsi is not the best tasting of the diets. I prefer Pepsi Max, it tastes more like Pepsi.",3
B00HZYBM9W,"on July 24, 2015",A1J9VICZG0TDKE,Five Stars,Great,5
B00HZYBM9W,"on June 13, 2015",A3UIJC6E4PAASM,Great Product,Great Purchase.....Great Product,5
B00HZYBM9W,"on June 7, 2015",A279H607WCVUZQ,Four Stars,ok,4
B00HZYBM9W,"on May 28, 2015",A1SBFI91YMPS9I,Great Taste,"This has great taste, but not quite as good as Coke Zero, but I still like it enough to keep buying it.",4
B00HZYBM9W,"on March 29, 2015",A20JP89MJIC8I8,Pepsie is my favorite diet soda,"Pepsie is my favorite diet soda. I find that Pepsie is not overly sweet. It has not lost its fizz, even when I leave it out.",5
B00HZYBM9W,"on March 9, 2015",A1UIW63AAM52TS,Five Stars,it's delicious and I like the size,5
B00HZYBM9W,"on January 7, 2015",A3PU2F4BO6N11H,Five Stars,What's not to love?  It's Diet Pepsi.,5
B00HZYBM9W,"on December 29, 2014",A3EF7PUYTF057Z,Excellent product.,"Excellent product.<br />Taste great, excellent price, cheaper through Amazon.com, than the stor.",4
B00HZYBM9W,"on December 29, 2014",A2C91DSJQKQTW2,Three Stars,I like the size & for a diet Pepsi--it's OK!,3
B00HZYBM9W,"on December 26, 2014",A35V8GFGV7LZVK,Three Stars,Thought they were the big ones but they were the tiny ones.,3
B00HZYBM9W,"on December 18, 2014",A2H9RHM4JJIRXE,Five Stars,taste really good :-),5
B00HZYBM9W,"on December 15, 2014",A21QNTSSSPHAME,Five Stars,"FAST S/H,  WILL BUY AGAIN",5
B00HZYBM9W,"on November 21, 2014",A193KX0PMFQO81,Pepsi is destroying our rain forests - YOUR rain forests! Do not buy anything from them,"Please DO NOT Buy anything Pepsi until this company stops destroying OUR rain forests! They must stop using palm oil that contributes to massive deforestation and the demise of Orangutans. Please vote with your money and buy products from responsible companies! There are many choices, so do not support this destructive company. You have the power to change things! :)",1
B00HZYBM9W,"on November 19, 2014",A2TJLQ87UDSG0M,Five Stars,good,5
B00HZYBM9W,"on November 6, 2014",AYRG78R5UMBZX,Save time and money,Ordering online saves time and money.  The price is similar to walled markets.,5
B00HZYBM9W,"on September 7, 2014",A27UQB9OYP6AOI,Five Stars,Like the size of the bottle,5
B00HZYBM9W,"on August 28, 2014",A3O0K5076HWUCU,Love diet pepsi!,Love the size!,5
B00HZYBM9W,"on August 14, 2014",A2UFJ75SFK9MLA,Five Stars,My one and only addiction...that I can purchase it here...the WOW factor just hit the gong!,5
B00HZYBM9W,"on July 5, 2014",A13J2PGKNMJG1K,"Pricier per ounce, but you can finish these pony-size bottles before they get  warm","If you're a soda fan who always drinks directly from the bottle, there's nothing worse than finishing off a lukewarm, half-fizzed drink. These ""pony"" bottles are perfectly sized as a quick refresher that will still be cold by the time you empty it. If you have kids in the household, this size is a  treat for them without being a soda overload. At a party, guests can grab one of these for a pick-me-up without having to hang onto a larger bottle for another half hour.<br /><br />Price per ounce on these is higher than the popular 16.9 ounce bottle (which also seems to frequently be on sale in local stores), but it's still pretty reasonable---particularly if with the larger bottles you find yourself pouring out half-finished remains very frequently. Convenient and cute!",4
B00HZYBM9W,"on July 1, 2014",AVUJP7Z6BNT11,OK,"Diet Pepsi taste, so eh...ok.<br />But smaller size is nice. I would only order for guests coming again. Overall could have arrived faster, but was good when it did.",4
B00HZYBM9W,"on June 23, 2014",A1Q1R5TCPYIKL4,Perfect for on the go!,I'm trying to cut down on the amount of dark pop that I drink and these bottles are just perfect. I'm able to cure my craving for pepsi while not having to drink a normal sized bottle. They are also great to pack in my lunch for work as they obviously don't take up as much room.,5
B00HZYDCUE,"on October 3, 2016",A1FONI8H4IHNI6,Baby Size,"Unable to kick the Coke habit, I have at least reduced the damage by switching to Zero & to the smallest can for the times that you know you only want a little refresher. I was tipping out good soda when I couldn't finish the large cans.",5
B00HZYDCUE,"on October 3, 2016",A2OGX8FRNMM08D,Five Stars,Always love Coca Cola,5
B00HZYDCUE,"on September 30, 2016",A2J5GH3JY1I41H,Five Stars,Just the right amount of soda and a great taste to boot !,5
B00HZYDCUE,"on September 29, 2016",A3TRZGMLHRE0XV,Five Stars,Good.,5
B00HZYDCUE,"on September 28, 2016",A2IS04KKA8LO7E,Five Stars,yes,5
B00HZYDCUE,"on September 26, 2016",ATO7YV0XVZTXP,"Coca-Cola, 8 ct, 7.5 FL OZ Mini-Cans > Small! Simple! Tasty!","The Coca-Cola, 8 ct, 7.5 FL OZ Mini-Cans are just the right size for many occasions!<br /><br />Very easy to keep a Coke in your pocket for a walk or brief trip! Small and light!<br /><br />Great Coke flavor in a simple, small container!",5
B00HZYDCUE,"on September 23, 2016",A16MQLALEGI2PV,and a good price.,"I ship these to someone in assisted living . They came undamaged, and a good price.",5
B00HZYDCUE,"on September 23, 2016",A2WOBV21VCZOJB,Great item-Quick Delivery!!!,Great item-Quick Delivery!!!,5
B00HZYDCUE,"on September 21, 2016",A2D0CFXHMKNRFZ,"Coca-Cola, 8 ct, 7.5 FL OZ Mini-Can ...",this is perfect for a diabetic with some control,5
B00HZYDCUE,"on September 16, 2016",AJ7ILS8P4WD2M,"it's coke ,you can have a moderate serving and be satisfied .",well everybody knows coke.it's good.And you can't have whiskey coke with pepsi..that's just disgusting.,5
B00HZYDCUE,"on March 4, 2016",A2M1YDTJEY1OHC,I Like Coke Zero,"These were on sale, otherwise I'd buy them locally. I like coke zero.",5
B00HZYDCUE,"on March 3, 2016",A1ZQ0CXNQIIVGG,Five Stars,Great convience,5
B00HZYDCUE,"on February 25, 2016",A366HSQ0SQEYSM,Five Stars,PERFECT size cans,5
B00HZYDCUE,"on February 23, 2016",A28DLVDXMVICL4,Five Stars,Great product and service.,5
B00HZYDCUE,"on February 21, 2016",AYZO20WBDLCEH,Five Stars,Right size sometimes,5
B00HZYDCUE,"on February 21, 2016",A14GOX57LNOY4K,Expiration date good. Product good.,Good quality arrived in time estimate. No issues. Would recommend.,5
B00HZYDCUE,"on February 20, 2016",A352F6HKDA6RCS,Five Stars,Thanks,5
B00HZYDCUE,"on February 18, 2016",A18B79XB8ZQJM8,"Works as promised, but watch for surcharges on your end","Pretty convenient service once you get the hang of the &#34;box&#34; concept.  The price is okay, but you're paying for convenience.<br /><br />WARNING!  If you are planning on using Prime Pantry to deliver to Disney World, there is a ten or fifteen dollar charges by Disney to have it delivered to your room (plus tip).  Better off using Garden Grocer.",4
B00HZYDCUE,"on February 17, 2016",A85ULTF79D03U,Not Quite What I Thought I Ordered,I ordered these particular bright color and multi design Diet Coke because that is what I wanted.  They were going to work in perfectly with a party I was having.  Instead I got the plain old regular silver and red cans and I'm NOT HAPPY.  Why did this happen?,1
B00HZYDCUE,"on February 17, 2016",AXEFRVUFCXWRN,I am upset with my order containing coca Cola as ...,I am upset with my order containing coca Cola as well as the ceral boxes.  It seems that due to the  cold weather the Coke can<br />(3) EXPLODED ruining the cereal as well as t froze the juice.  What am I supposed to do in this case .  I have witnesses that<br />saw the messy stuff.  Luckily the second  box was  ok.  My phone no 607 769 1069<br />I await your reply.<br />Concetta Castellana,5
B00HZYDCUE,"on February 14, 2016",A3OEKVHHWRQYDR,Five Stars,good,5
B00HZYDCUE,"on February 12, 2016",A2MIP3AQVSF2SS,These are the convenient small cans,"This is silly -- how can I describe Coca-Cola?  I guess I should point out that these are the perfect little cans for kids, or for adults who want something to mix with adult beverages.",5
B00HZYDCUE,"on February 11, 2016",AYWVF0T663GBA,Coke,Love this small size Coke can. Hard to find item.,5
B00HZYDCUE,"on February 8, 2016",A25B5ZWAL7YWV5,Good,Good,5
B00HZYDCUE,"on February 4, 2016",A190QFQ0RKH35J,Five Stars,Love the smell and it cleans great,5
B00HZYDCUE,"on February 4, 2016",AKV66U2AS2FJ1,It ok to have this mini colo cola because you ...,It ok to have this mini colo cola because you can control what you drink than buying in liters.,5
B00HZYDCUE,"on January 31, 2016",A2835YBQWQJ09B,Five Stars,taste good and good price,5
B00HZYDCUE,"on January 31, 2016",A97TNU5B858KL,so delicious,It's the best drink and nothing can beat it.,5
B00HZYDCUE,"on January 28, 2016",A19Q5YJ8WIB8PN,Sant and mistletoe makes them look like old cans,We used these in our office.  Sant and mistletoe makes them look like old cans.  Not cool.,4
B00HZYDCUE,"on January 27, 2016",A2ZCKOU4F5K5YU,Super small buy a regular size case,cans are  super small and mostly bubbles fizz they have a really wierd after taste not pleased and i ordered a bunch of these :(,1
B00HZYDCUE,"on January 25, 2016",A2W4RH9BXBJ5FR,Just for occasional use,Coca cola is something for once a week.  the very small size is the one I buy.  Empty calories is not a good idea,3
B00HZYDCUE,"on January 23, 2016",A1DU6K1MJTVR7D,"Odd Size, Heavy on Aspartame and Caffeine","I found a few problems with this product.<br /><br />First, I noticed that Coke Zero makes me itchy.  I searched for &#34;Coke Zero makes me itch&#34; and found a number of hits that suggest that the culprit is Aspartame and that allergies to it are not uncommon.  One comment even went so far as saying that Aspartame has no place in the human diet.  (IMHO, it's probably not so great for animals, either.  :-)  )<br /><br />Second, I have never seen a 7.5 oz can before, and while it's my fault that I didn't pay attention, you should note that these cans are smaller than what you are probably used to.  You can't tell the size from the picture.<br /><br />Third, the expiration date is only a few months off.<br /><br />Finally, the cans came loose easily from the plastic ring set (which I though were no longer used due to harming animals) and crushed some of the other products in my Pantry box.<br /><br />All-in-all, I was somewhat disappointed, even at this price I paid.",2
B00HZYDCUE,"on January 14, 2016",A1W7TX5CIQ1U6I,Good,"Good price, good size, good flavor.",5
B00HZYDCUE,"on January 13, 2016",A1VSSGEATC2IDY,Four Stars,1 of the sodas was broken open,4
B00HZYDCUE,"on January 12, 2016",AKKRX3IEYO0FD,Three Stars,ok,3
B00HZYDCUE,"on January 11, 2016",A254QZWPSXZG52,awesome soda,awesome soda,5
B00HZYDCUE,"on January 8, 2016",A2LKXDUWPIZW5D,Wish smaller meant cheaper,Wish buying soda in small increments like this was cheaper than buying in bulk.,4
B00HZYDCUE,"on January 7, 2016",A1KKGKIGEWSLU1,I love the mini can size,I love the mini can size! We use them in my husband's business for his clients.,5
B00HZYDCUE,"on January 6, 2016",ASYEWTLG9P1PX,Four Stars,love coke.,4
B00HZYDCUE,"on January 5, 2016",A2TABC6Q4D20QT,I hate that I love it.,"I'm trying hard to kick my soda habit, and these cute little cans are helping. (Sorry, Coke.) You get 8 of the 7.5 fl Oz Mini-cans. Basically, I'm using these to wean myself off the soda. I was drinking over a 2 L a day, and now I try to stick to just one of these cans a day, and then I'm going to try to quit for good. Anyway, if you love Coke but don't drink a lot, or are trying to quit, these are a good choice. They are really small though, so not a good choice if you are the type who thinks 44 ounces is too small.",5
B00HZYDCUE,"on January 5, 2016",A8BUOS0TA9BQT,Five Stars,All good,5
B00HZYDCUE,"on December 31, 2015",ALEQ1V3WUNRCJ,It5s a tiny coke can.,They're so cute and tiny!,5
B00HZYDCUE,"on December 31, 2015",A276RHM6BBPDTY,Mini coca-cola,Great value for parties. Large cans are usually wasted.,5
B00HZYDCUE,"on December 26, 2015",A2HJ9Y7CSART9K,Love the smaller size cans,Love me some diet coke!  These cans are nice and small - got for my lunch.  I never seem to be able to drink a full can & these have just enough for me.,5
B00HZYDCUE,"on December 24, 2015",A24U7UI0KK70UQ,Five Stars,Like the small cans which is out of stock now and may not be available in the future.,5
B00HZYDCUE,"on December 24, 2015",A3CRPJTPG0JF2N,wish for bottle coke,wish they carried bottles but these cans are good..,5
B00HZYDCUE,"on December 19, 2015",ATXDHO2V9DGPN,Cute little Santa cokes!,So cute mine had Santas on it it's going to be a Santa gift so it's very appropriate ! Didn't have this size at any of the local stores so it's perfect! Elf size! Love amazon pantry by the way!,5
B00HZYDCUE,"on December 18, 2015",A15KCFBP0FNNRJ,yum,it's coke,5
B00HZYDCUE,"on December 11, 2015",A3OW31BB4V55O5,8pk mini coke cans,I like these type of 8pk cokes for lunches they aren't so large you're wasting any of the cokes if you buy the larger 20oz cokes. They don't take much room in the fridge or even of the lunchboxes which make room for the food as well.,5
B00HZYDCUE,"on December 11, 2015",ASVAHI95FEX8E,Five Stars,nice price,5
B00HZYDCUE,"on December 10, 2015",A2BYUPM1U28I4G,Five Stars,"We love coca cola products, we always buy coke in grocery store.",5
B00HZYDCUE,"on December 9, 2015",A26X9RQZX31K53,Five Stars,I love the product.,5
B00HZYDCUE,"on December 9, 2015",AS9DEZFBIY1OC,5 stars,Very Good deal. I used my pantry credit.Worth it and love it.The item was packed really good and Fast shipping.Thank you,5
B00HZYDCUE,"on December 9, 2015",A2HKCXD5T27YPY,Three Stars,cans small,3
B00HZYDCUE,"on December 8, 2015",A2HTDT8V1GYRP1,"Good ""cola"" w/o the belch.",The best Coca-Cola product I've had in quite a white.,5
B00HZYDCUE,"on December 7, 2015",A3DUMHMCBZVP66,Just enough,I love the size of these because I am trying to cut back on how much coke I drink This is the perfect amount.,5
B00HZYDCUE,"on December 6, 2015",A3GZPG1KJMHJSM,Perfect size!,"I am a Coca-Cola fanatic! I purchased these for my bar at home, they are the perfect size to make with drinks! I hate when my soda gets flat so this solved the problem!",5
B00HZYDCUE,"on December 6, 2015",A3JMY7LP0HF4KY,Five Stars,Great size to get my pregnancy craving while not violating any caffeine rules. :),5
B00HZYDCUE,"on December 5, 2015",A7JR3D4BAW85N,Three Stars,Expensive this way.....,3
B00HZYDCUE,"on December 4, 2015",A10SE09R1BU9UO,Five Stars,THANK YOU,5
B00HZYDCUE,"on December 4, 2015",A2WQLJXMD696DU,Five Stars,Good Product,5
B00HZYDCUE,"on November 28, 2015",A1MWELI06S74PU,7.5 oz just right,I love this size.  It's perfect for me.  Hopefully the soda companies will see the demand for this size and produce more and adjust the pricing to be competitive with their regular 12 oz cans.  Many people prefer this size.,5
B00HZYDCUE,"on November 25, 2015",A1PL81IZ7OHED0,Coco cola,Great,4
B00HZYDCUE,"on November 24, 2015",A08108883MIPA2DEP0B19,Not as pictured.,"So I'm a bit annoyed cuz the reason I got these were because of the words: hug, the smilie face, bff but turns out they were just regular coke cans...if that was the case I would have gotten something else. Shipped fine, no damages.",3
B00HZYDCUE,"on November 24, 2015",A3ES7PK4C2GP4B,Five Stars,LOVE!!!!,5
B00HZYDCUE,"on November 23, 2015",A2TPLSD9DCRMLM,One Star,"Received Christmas theme cans, however my event was a baby shower.",1
B00HZYDCUE,"on November 22, 2015",A1UG3OHN1OQ96,these mini cans are perfect for passing out to guests,"these mini cans are perfect for passing out to guests, friends, coworkers, anyone in need of a quick sweet pick-me-up",4
B00HZYDCUE,"on November 20, 2015",A1HI5LTCALRESL,"Great Taste, pay attention to the can size","I love, love, love diet coke and I like that it's available in the Prime Pantry but I didn't read the actual size. These are the smaller cans. For the price Amazon charges, I could get a better deal at the grocery store but I gave it four stars because it arrived safe and sound in my pantry box and I like Diet Coke.",4
B00HZYDCUE,"on November 20, 2015",AME5FNS898PXI,Just as advertised and good value with free shipping!,As advertised and with free shipping it is easier than getting it at the store.  Very satisfied.,5
B00HZYDCUE,"on November 18, 2015",A2FLRQN5X70CBS,Five Stars,The perfect size for a quick caffeine fix  and it's Coke!,5
B00HZYDCUE,"on November 17, 2015",A3W0OJJ9TTECOD,Five Stars,Nice size for a quick one.,5
B00HZYDCUE,"on November 16, 2015",AZDAA70F7UOLP,Will order again!,"I love my coke!!! No damaged, fast shipping and very well packed!",5
B00HZYDCUE,"on November 10, 2015",A3AEY4TECON3SM,It's Diet Coke.  And adorable!,It's Diet Coke.  Of course it's delicious!  And these sizes are so damn cute too. . . . . . .,5
B00HZYDCUE,"on November 5, 2015",A1OXZAW10JXZMG,Great for Travel and Small spaces.,Love these.  Aren't they cute!!  Serious note they are great to take on road trip and for going fishing because the larger ones get hot too fast out on the water and in my car ice chest.,5
B00HZYDCUE,"on November 2, 2015",AW5X5H58GVASK,I have a vice in the life and it is ...,I have a vice in the life and it is coco cola. I eat healthy and jog everyday but at the end of a long day all I want is can of coke on the rocks. This helps me indulge but not too much because it is small portions,4
B00HZYDCUE,"on October 29, 2015",A31B6XIVFQIFF8,Perfect size for a snack.,This is the perfect size for a quick drink.  Normal size cans are too big; I usually waste at least half the can.  This quenches my thirst and saves calories.,5
B00HZYDCUE,"on October 23, 2015",A105O3ECP4YI2Z,Five Stars,Arrived in good order.,5
B00HZYDCUE,"on October 21, 2015",A31UUOMKRMRBKV,Five Stars,Great Product,5
B00HZYDCUE,"on October 18, 2015",A2YKWYC3WQJX5J,Slim Cans,"We all know this stuff is evil. Diet or regular, colas are a poor choice health wise.<br /><br />But we love our Coke, and have for generations!<br /><br />While these are more expensive than other sizes, they are a real help when you're trying to wean off the stuff or just cut down. Also good so that you have a variety to offer guests but do not want to store cases of full size cans.",4
B00HZYDCUE,"on October 17, 2015",A2VIUUWR7B11KS,perfect to throw in my lunch box for work,"Cute little cans, perfect to throw in my lunch box for work.",5
B00HZYDCUE,"on October 16, 2015",AV7D364EYBOED,Not as pictured,"Was soooo disappointed these did not carry the same &#34;share a Coke with:&#34; names as the cans in the picture!!! I really wanted the sayings on the cans in the picture, so I could make a shadowbox type display out of them, and these arrived plain- no sayings at all. I'm diabetic so now I have no use for them at all. Maybe an adult trick-or-treat surprise?",5
B00HZYDCUE,"on October 15, 2015",A1PB7GXVK2FJDJ,Delivered to your door!,It's Coke!,5
B00HZYDCUE,"on October 5, 2015",A3GFG3ZQBXBRBS,Five Stars,The perfect size,5
B00HZYDCUE,"on October 4, 2015",A32QVWEWL1J33F,"Half the size, one third of the guilt","I like these because even though I'm getting less coke for my money, I feel less guilty about having a sugary drink once in awhile thanks to these mini cans.",4
B00HZYDCUE,"on October 1, 2015",A2NRAZ3FG470N3,love,awesome,5
B00HZYDCUE,"on September 30, 2015",A3PRTOYHTW2HDB,Great size for a refreshing drink of CocaCola,Love CocaCola in any container. This small can is great when you only want a quick drink of &#34;the real thing.&#34; Wish the price for this had not increased so much since I purchased my first two cases.,5
B00HZYDCUE,"on September 29, 2015",A2FYIC57LGDA52,Coke is by far my favorite soda. These mini cans though are slightly overpriced,Coke is by far my favorite soda. These mini cans though are slightly overpriced.  The taste is still great though,3
B00HZYDCUE,"on September 28, 2015",A100RH4M1W1DF0,Five Stars,We love these. Perfect size for a nip of soda.,5
B00HZYDCUE,"on September 27, 2015",A31Z2SV51LHAFG,Five Stars,Can is cute.,5
B00HZYDCUE,"on September 25, 2015",A3RPHJ69M2FU6F,Five Stars,as expected,5
B00HZYDCUE,"on September 17, 2015",A3KYX0LB6Q7PW1,Not a good buy,This item is unfairly overpriced. I would recommend shopping elsewhere.,1
B00HZYDCUE,"on September 15, 2015",A2QSR0LEHGFOUI,Five Stars,great,5
B00HZYDCUE,"on September 9, 2015",A1NCEXD3KTYXDM,Love the little cans.,Love the little cans.  Just enough.,4
B00HZYDCUE,"on September 7, 2015",A1N2AIX2KULJMK,Love the convenience of no waste?,Somehow it tastes better in tiny cans.  Just the right amount.,5
B00HZYDCUE,"on September 7, 2015",A1D30NJB5NS7IJ,Five Stars,Great deal and delicious as always!,5
B00HZYDCUE,"on September 4, 2015",A33D9CLL0TZ1M3,I love my Diet Coke,"I love my Diet Coke, and these 7.4 ounce cans are great. My wife only drinks half a regular coke, and drives me nuts when she leaves the other half out to get warm. She'll actually finish them, so there is less waste. They are also great to keep stocked in our bar fridge for mixers. Again, less waste!",5
B00HZYDCUE,"on September 2, 2015",A2N64UT67J8HFM,I Love Coca-Cola In Various Sizes!,"I usually purchase sodas in my monthly Prime Pantry order, there was big laughter in the house when I received this product. I ordered these Coca-Cola Mini-Cans (8 Count), 7.5 Fl. oz. each. I believed that this order was the 8 Fl. oz. (8 count) at the time of my order.<br /><br />When we received these mini cans; they are really smaller, and it is very noticeable.  Based on my oversight at the time of my order, the realization hit me when I received this 8 count mini-can set products. I also realized that we were losing ounces equal to the 8 Fl. Oz can.<br />We all enjoyed them, yet noticed that the amount of sips that we are accustomed to was less, so my family members kept teasing me throughout the entire time we were using this product.  Since we love Coca-Cola in our household, we enjoyed them, although we have noticed a few sips less.<br /><br />I would recommend this product to others, and Amazon Customers. Coca-Cola has the same great taste, a great drink to have with snacks, meals, or on the go, if you like sodas. This is a perfect size for people who do not usually want an 8 Fl. oz can of soda, and would like a mini-size.  The Seller was accurate in their description of this product, delivery and packaging timely. I think it is fascinating how this soft drink was created in 1886 in Atlanta, Georgia by John S. Pemberton, offered as a fountain beverage at Jacobs Pharmacy by mixing Coca-Cola syrup with carbonated water.",5
B00HZYDCUE,"on August 31, 2015",A1RO2LFLCOMT9H,there is an unopened empty can in the package. ...,there is an unopened empty can in the package... How did you do that? Anyway it's cheap and I wouldn't bother to return it.,3
B00HZYDCUE,"on August 29, 2015",A2RWK7WDWZX7WM,Five Stars,You can always depend on Coke for freshness!,5
B00HZYDCUE,"on August 28, 2015",A1FXSQ9HYCI8LQ,Five Stars,so nice to find this size!,5
B00HZYDCUE,"on August 27, 2015",A3O0A7O89AR474,Five Stars,My husband love the mini cokes.,5
B00HZYDCUE,"on August 27, 2015",A33P6KU6ABYCLQ,Perfect size can for my work breaks!,"I am a Coca Cola drinker and collector so I had to have these adorable mini cans!  This is my beverage of choice. Grab a tall glass, fill it with ice and top it off with a ice cold Coke!! These mini cans are perfect for my lunch breaks at work because I never have time to drink an entire 12 oz can so this 7.5 oz is the perfect size! Have a coke and a = )",5
B00HZYDCUE,"on August 21, 2015",A1O93S8Y9GOS6N,I love the mini cans,"I love the mini cans. They are just enough to get your Coke craving satisfied, but not overdoing it on the soda front.  They might be a little more expensive in the long run, but I always find myself throwing away the last 4th of a bigger can, so I think it is worth it!",5
B00HZYDCUE,"on August 20, 2015",A1BTG38XSGYLW3,"Convenient, reasonable size","When dinosaurs roamed the earth and I was still a child, Coke came in 8-ounce bottles, and my parents actually thought that constituted two servings!  My three siblings and I would split two bottles.  No wonder soft-drink obesity was unheard of back then (well, that and all the exercise we got outrunning those saber tooth tigers).  By the time I was a teenager, the 16-ounce bottle had become a standard size, and then we reached a point where one could buy this stuff by the liter.  I really like these mini-cans to help me get back to a reasonable serving size.  I will admit, though, my sibs and I each drink a whole one now -- what an indulgence!",5
B00HZYDCUE,"on August 19, 2015",ATLYTVSMQGEA4,Great size!,"This pack comes with 8 of the 7.5 oz cans.  I like getting this size because it is just enough to satisfy my sweet tooth.  I have to be honest though, this is the first time I had Coke Zero and I don't really like it, but if this is something that you already know you like and you like this size is well, then go for it, the price is decent and at this moment if you buy 4, you get free shipping!",3
B00HZYDCUE,"on August 19, 2015",A2KCWM0MKG14FW,Favorite soda available in the whole world,Favorite soda available in the whole world!!!! I have been drinking coke since I can remember. Now I love it more since they have the mini available. I'm not able to finish the regular cans anymore..hmm the older I get the less I can handle hahaha..I keep them in my refrigerator all time.,5
B00HZYDCUE,"on August 18, 2015",ABMNY3IDLAD7N,Love coke good service,Need to make sure you wash the cans before you drink!!!,4
B00HZYDCUE,"on August 14, 2015",A1KQ0W1B4AVIAX,Five Stars,I got a great deal and it came relatively fast!,5
B00HZYDCUE,"on August 14, 2015",A315K7AAI8Y5DO,Can't live without it!,My fave coke a cola! A+++++,5
B00HZYDCUE,"on August 10, 2015",A38C35BSJ2LUP4,great,"exactly as described. good value. as a hackathon organizer i order tons of this stuff for our events. it's very easy/convenient, delivered and way cheaper than having caterers provide it.",5
B00HZYDCUE,"on September 15, 2016",A1I391DMWJLBO4,give these a try,"been drinking diet sodas since coke used to make tab and the coke zero is my all time fave.  the small cans are the only sodas i buy anymore, the perfect size without wasting a half can of soda.",5
B00HZYDCUE,"on September 15, 2016",A3TCC2QRWE1057,Got a great deal from Amazon pantry,Got a great deal from Amazon pantry! It tasted great and it was so convenient<br /> Came right to my front door! Will order again when a great deal comes back around!,5
B00HZYDCUE,"on September 6, 2016",AOJNP770XLJGD,Greatest beverage and Cool Soda can!,Greatest beverage packed into a pretty cool can! Coca-Cola will always be the best! This is a great deal and very convenient since it gets delivered straight to my door!,5
B00HZYDCUE,"on September 5, 2016",A13UMWFJH697C3,One Star,most of them had dents,1
B00HZYDCUE,"on August 29, 2016",ABBXRFP6VPR85,"Greats size, great taste",Perfect size for an for an old favorite. Helps cola lovers consume less sugar in a serving.,5
B00HZYDCUE,"on August 29, 2016",A3VN6RWMQDLXON,Perfect size,"These are the perfect size. I love getting the mini's. I don't really need a regular size, its hard for me to finish one by myself.",5
B00HZYDCUE,"on August 26, 2016",A175Z9YWNPSF1U,Five Stars,as described,5
B00HZYDCUE,"on August 20, 2016",A2RDAXINQLA43M,Five Stars,It's Coke,5
