id,created_at,text,retweet_count,favorite_count
7.82E+17,1/10/16 19:14,@BranMcGinnis Please contact us at 800 GET-COKE Mon-Fri 9a-7p EST Provide Reference # 8006104925 for assistance. Thanks for reaching out!,0,2
7.82E+17,1/10/16 17:25,(3/3) JxJ Olympic bobsled team?! We found the best place to train. Proud Coke ambassador moment at the U.S. OTC!‰Û_ https://t.co/xV5HOnPdde,29,162
7.82E+17,1/10/16 17:23,(2/3) Saw where U.S. Olympic boxing champ @Claressashields trained! Flashback to this story:‰Û_ https://t.co/WFgaNT4z4u,21,135
7.82E+17,1/10/16 17:21,(1/3) What's it like to train like an Olympian? JxJ found out with an inside look of the U.S. Olympic Training Cent‰Û_ https://t.co/nnS184lEjQ,77,424
7.82E+17,1/10/16 16:20,"@focusedjulia Hi Julia,  Pls call us at 800-438-2653, M-F, 9am-7pm EST so we can help. Thanks.",0,0
7.82E+17,1/10/16 15:46,@TheNationalMall We're so glad to help keep it clean!!,0,0
7.82E+17,1/10/16 15:03,@kennymartiatu22 Please contact us @ 800 GET-COKE Mon-Fri 9a-7p EST Provide Reference # 8006104358 for assistance. Thanks for reaching out!,0,0
7.82E+17,1/10/16 14:47,@Crosby_Volmer Thanks for sharing!,1,0
7.82E+17,30/9/16 19:33,One week left in our #JourneyxJourney #roadtrip. Catch up on the stops so far and see where we're going next:‰Û_ https://t.co/L0kHZ0Sel8,85,390
7.82E+17,30/9/16 19:30,"@aurorehochard You're welcome, Aurore! Enjoy!",0,2
7.82E+17,30/9/16 18:53,The latest news on the @CocaColaCo's refranchising efforts: https://t.co/UvVrs5arPp https://t.co/u7YOAGI9ml,27,115
7.82E+17,30/9/16 15:39,Japanese bottler consolidation latest milestone in one of @CocaCola‰Ûªs most innovative markets:‰Û_ https://t.co/K41S79Yuvv,44,233
7.81E+17,29/9/16 13:13,"@Aosc2 Here is a link with the information, Aosc2: https://t.co/QAAhVwfWqI",1,2
7.81E+17,29/9/16 12:24,"Like your @CocaCola ice cold? Well, do we have a treat for you! https://t.co/JteFGSHx93 https://t.co/ClSQa6kCiR",101,384
7.81E+17,29/9/16 0:02,"En route to Colorado. Olympic Training Center, @forestservice and Coca-Cola hot air balloon here we come!‰Û_ https://t.co/Qv3n72aEd9",50,161
7.81E+17,28/9/16 23:26,"""You have to dream a bit to have innovation that you can commercialize""#CokeCEO Kent @Aspeninstitute event‰Û_ https://t.co/X0TJU6kxpH",36,117
7.81E+17,28/9/16 23:03,Ten business decisions that changed @CocaCola from startup to global enterprise: https://t.co/jqVYNjIhXk https://t.co/E28JXqCl5A,39,153
7.81E+17,28/9/16 20:48,@TerriB63 They are collectors' items now Terri.,0,0
7.81E+17,28/9/16 19:21,"Check out our stop at @fairoaksfarms, the flagship farm for @fairlife! #JxJFairOaks https://t.co/hz4pMa0FCs",15,78
7.81E+17,28/9/16 18:20,RT @CokeMusic: Create a #TasteTheFeeling vid for chance to win 2016 #AMAs trip! Download the @befusic app and join the fun! https://t.co/3p‰Û_,18,0
7.81E+17,28/9/16 16:05,Rich history &amp; Coke floats- Wichita's original soda fountain has them both. Thanks for having us Old Mill Tasty Sho‰Û_ https://t.co/ZZ7rF2Z7kk,47,251
7.81E+17,28/9/16 15:46,"""If you can imagine it, it exists!"" See all the amazing finds at the @CocaCola Collectors Fair in London:‰Û_ https://t.co/SJKTnU7OwI",22,88
7.81E+17,28/9/16 15:29,Proud to support progress on Atlanta‰Ûªs Westside via @cityofrefugeatl w partners @chickfila and @cityofatlanta‰Û_ https://t.co/5PQif9kBB3,74,270
7.81E+17,27/9/16 22:03,Dance party! @CocaCola and @JustDanceGame team up to put you in a music video: https://t.co/BQxtEZHzWY https://t.co/qShVnkoH5M,31,173
7.81E+17,27/9/16 19:05,"(2/2) Learn more about Coke's ""America Is Your Park"" campaign &amp;  the Veteran's Memorial Park rebuild here:‰Û_ https://t.co/Pa1t5dG6Ox",16,78
7.81E+17,27/9/16 19:02,"(1/2) JxJ visited Veteran's Memorial Park in Moore, OK, rebuilt by Coke's ""America Is Your Park"" campaign after  20‰Û_ https://t.co/2v5y3hBuV3",39,210
7.81E+17,27/9/16 18:32,Heard of #kalimotxo? Find out what it is and how it's kicking your @CocaCola up a notch: https://t.co/FHOtmbCyAA https://t.co/1QBo8PLFM8,19,122
7.81E+17,27/9/16 14:49,"#JourneyxJourney visits Terre Haute, IN - home to much @CocaCola history and plenty of future too:‰Û_ https://t.co/OmzUmm6lO4",109,558
7.81E+17,27/9/16 0:37,"Coca-Cola Cake called, so we came (hungry). Thanks for having us, Legend's! Delicious is an understatement _Ù÷Ä‰Û_ https://t.co/jUgyg13jGg",66,264
7.81E+17,27/9/16 0:36,@denkyo999 Your HR department can assist you with applying for positions in New Zealand or you can contact the hiring manager in New Zealand,0,2
7.81E+17,27/9/16 0:15,@Wasim55349030 Sorry to hear that Wasim. Please send us a detailed message at cpakistanpac@coca-cola.com. Thank you.,0,2
7.80E+17,26/9/16 19:49,One key to keeping kids off drugs? Engaged parents - and dinner. https://t.co/rYjypCqzPX #myfamilyselfie https://t.co/750ZcCeBK5,30,129
7.80E+17,26/9/16 18:50,RT @ccfreestyle: Check out @JordanSpieth‰Ûªs custom #MyMixMonday this week only! Download the #CCFreestyle app &amp; save Jordan‰Ûªs Cool Mix https‰Û_,11,0
7.80E+17,26/9/16 17:45,The TOUR Championship trophy is epic. Find out how a vintage Coke machine landed such a cool job:‰Û_ https://t.co/eIAclYEq47,22,115
7.80E+17,26/9/16 16:17,#JourneyxJourney arrives in Springfield to find a family-run business that makes us all proud to work for @CocaCola‰Û_ https://t.co/AVYBbFgvEw,105,533
7.80E+17,26/9/16 15:21,@hippie_kitties Hi Kacie. The Coca-Cola Collectors Club is a good resource for info.  You may contact them at https://t.co/ZKsJOUumVr,0,0
7.80E+17,26/9/16 0:37,Proud to team up with @EastLakeFound to help provide education in one of the nation's toughest neighborhoods:‰Û_ https://t.co/JA83hbwOvX,15,56
7.80E+17,25/9/16 21:13,RT @FantasticCavern: @CocaColaCo  #JxJSpringfield Thanks for including a trip through the cave on your journey! #FantasticCaverns,9,0
7.80E+17,25/9/16 20:51,"In a ""food desert,"" @BontonFarms works to ""restore health, create jobs, and ignite hope in South Dallas."" #JxJDallas https://t.co/0Wiyc2B8U7",64,306
7.80E+17,25/9/16 20:44,"@afish560 We‰Ûªd like to get more info about this Abbey. Please reach out to us at: 800-438-2653, Monday - Friday, 9 AM - 7 PM EDT.",0,1
7.80E+17,25/9/16 20:41,Thank you @UnitedWayDallas for connecting #JourneyxJourney with a truly eye-opening experience at @BontonFarms.‰Û_ https://t.co/9yEA4ytY1s,25,73
7.80E+17,25/9/16 19:49,Last night @MsDallasMaven took #JxJ around town for epic BBQ and pie. Hearing her story was the cherry on top!‰Û_ https://t.co/MwqjXAR8ga,19,102
7.80E+17,25/9/16 18:13,"@WilliamCMichau We like your enthusiasm for Fanta Apple William! While it isn‰Ûªt currently offered in stores there, please stay tuned.",0,1
7.80E+17,25/9/16 16:19,Bottling goes Broadway! How @CocaCola once turned to musical theater to motivate it's employees:‰Û_ https://t.co/TtQ1M5GgJH,49,329
7.80E+17,25/9/16 14:47,"Take us out to the ballgame! After 17 years, @CocaCola returns to the @whitesox! https://t.co/aqDkLKjTm1 #JXJChicago",13,62
7.80E+17,25/9/16 4:22,RT @BeaperezBea: Worth the read! Q&amp;A from Julie Hamilton from @CocaColaCo. Well done @lauraemilyd via https://t.co/QzFTcV4oeB https://t.co/‰Û_,10,0
7.80E+17,24/9/16 23:55,@A_roseridds Looks like it's been a picture-perfect day!  Thanks for sharing.,0,2
7.80E+17,24/9/16 23:49,@RespetoNormas Estamos de acuerdo y te recomendamos contactar nuestra oficina en Colombia directamente por medio de hola@cic-cocacola.cc .,0,1
7.80E+17,24/9/16 23:29,@jmnuijs77 Wind mills and beautiful tulips... Ahhh... very picturesque!,0,2
7.80E+17,24/9/16 19:02,"Hey Wichita, we're headed your way! Tell us what we should do, see and eat: https://t.co/3vVLWMXGcq‰Û_ https://t.co/HXDp9axLmt",65,382
7.80E+17,24/9/16 16:06,"@SegalAbdi SegalAbdi, please have your relative contact: https://t.co/T0KCOQoips or call 0800 22 77 11 with more details.",0,1
7.80E+17,24/9/16 15:57,"@fitzdillore22 fitzdillore22, your comments are appreciated and will be shared.",0,1
7.80E+17,24/9/16 13:19,"Yesterday JxJ stopped by @FantasticCavern- America's only ride-through cave! It was, in fact, fantastic _ÙÔç‰Û_ https://t.co/QZjpvdAE7L",33,163
7.80E+17,24/9/16 11:24,"@joycenj38331858 joycenj38331858, send us your CV online, in the section of our website job search: https://t.co/rgeYO77VXH.",0,1
7.80E+17,24/9/16 10:37,"@idonotworkhere idonotworkhere, por favor ponte en contacto con nuestras oficinas en Colombia: hola@cic-cocacola.cc",0,0
7.79E+17,23/9/16 23:51,The Ozarks Coca-Cola Bottling Company has been run by the same family since 1920. Thanks for having us today!‰Û_ https://t.co/AeATMSKi9e,157,494
7.79E+17,23/9/16 22:46,"@KodyCassell We checked several locations in MD, and were unable to find Pibb Xtra in 2 Liters. We'll share your suggestion!",1,0
7.79E+17,23/9/16 21:57,@Alyssas_Needles Please contact us at 800GETCOKE Mon-Fri 9a-7p EST Provide Reference # 8006085812 for assistance. Thanks for reaching out!,0,0
7.79E+17,23/9/16 21:35,"@Lordsweeny Hi, Luis. Thanks for sharing the Coca-Cola love!",0,0
7.79E+17,23/9/16 21:13,"@tampalouie Hi, Louie. Contact us via CCRBeverageServices@coca-cola.com for assistance. Thanks for reaching out!",0,0
7.79E+17,23/9/16 21:08,"@KodyCassell Hi, Kody. Please send us a Direct Message with your zip code and we'll do a search and provide the results.",1,0
7.79E+17,23/9/16 20:42,"We've been telling stories from the road, and now we want yours! Share your road trip tales here:‰Û_ https://t.co/ooZATruJSf",40,166
7.79E+17,23/9/16 18:09,@Nick_Rico Try No Frills125 Cross Avenue #1 Oakville or Metro 1011 Upper Middle Rd E Oakville. We'll share your concerns here as well.,0,0
7.79E+17,23/9/16 16:46,"@SVe64950182 hi, Sunny. Thanks for sharing the Coca-Cola love!",0,1
7.79E+17,23/9/16 15:43,"@whorefactory_ Hi, Mariela. Visit https://t.co/g14e4WW3qi to purchase individual 8 oz. glass bottles or six-packs that are customizable.",1,2
7.79E+17,23/9/16 13:00,Bobby Jones' name equals golf history. Also great history? His connection to East Lake and @CocaCola:‰Û_ https://t.co/wafbOaB0Xy,36,196
7.79E+17,23/9/16 11:33,@KodyCassell Hi Kody!  The retailer is the one that decides which products they will offer.  Thanks for reaching out!,1,2
7.79E+17,23/9/16 2:39,#JxJTerreHaute: Here's a recap of our #JourneyxJourney visit to the birthplace of the Coca-Cola contour bottle https://t.co/MHau5TktYx,137,564
7.79E+17,23/9/16 0:25,"Thanks for stocking us up, Dedrick &amp; Truesdale Coca-Cola! Can't wait to share these aluminum bottles on the road‰Û_ https://t.co/5UeEnEKv6E",49,139
7.79E+17,22/9/16 23:30,@starvirus03 Thanks for your interest.  Please upload your resume to https://t.co/n8pb8z5H64 .  Best wishes!,0,2
7.79E+17,22/9/16 23:21,"Meet Steve Cassells: Coca-Cola Truesdale Quality Assurance Manager, amazing tour guide and new friend! #JxJTruesdale https://t.co/LXTupOXOqD",25,107
7.79E+17,22/9/16 22:10,This bad boy operates at 800 aluminum bottles a minute! #JxJTruesdale #BehindTheScenes https://t.co/0vJFBPllIX,89,218
7.79E+17,22/9/16 21:45,@cheryl_geraci We're sorry to hear about this.  Contact us at https://t.co/uupLqBtxsJ or call (800) GET-COKE,2,2
7.79E+17,22/9/16 20:56,Zero commercials during the TOUR Championship on Sunday?! Believe it: https://t.co/uDTBROOU5V https://t.co/OagLDwhARJ,18,82
7.79E+17,22/9/16 20:16,".@MinuteMaid ambassador @MissyFranklin talks swimming, growing up and all things Olympics: https://t.co/VkiEgMba8z‰Û_ https://t.co/TbyyzpJwHh",30,139
7.79E+17,22/9/16 18:09,"Checking out the Truesdale, MO Coca-Cola Bottling Plant! The only plant that produces aluminum Coke bottles in Nort‰Û_ https://t.co/VfefWd9krx",71,258
7.79E+17,22/9/16 17:24,"Welcome inside the infamous tasting room @WorldofCocaCola! Never been here before? Well, step right in, let us show‰Û_ https://t.co/zohV6fkIVJ",57,244
7.79E+17,22/9/16 16:40,Happy #FirstDayofFall! What better way to celebrate than with the fall list of 10 things that go better with Coke:‰Û_ https://t.co/xSa3h7LDrm,52,155
7.79E+17,22/9/16 14:47,@sammi_mckay Wow -- very talented!  Nice :-),1,2
7.79E+17,22/9/16 14:12,"Road trips can be unpredictable, and as #JourneyxJourney is finding out-the unexpected things may just be the best:‰Û_ https://t.co/ckgU9Bkygj",57,270
7.79E+17,22/9/16 5:49,"RT @1035KISSFM: Watch @IsacElliot play 5 Favorite Things w/@Bradyradio in The @Sprite Lounge: https://t.co/Md7AIprnHG@CocaColaCo https://‰Û_",33,0
7.79E+17,22/9/16 5:48,@CokeFlorida not this time unfortunately... BUT fingers crossed for a #JxJ 2.0 _Ù÷Å,3,1
7.79E+17,22/9/16 2:36,"#JxJNashville Recap: Watch our @countrymusichof tour, a live performance by country artist @ClaytonAnderson + more! https://t.co/zXql0WUsnM",15,33
7.79E+17,21/9/16 20:42,Check out our #JourneyxJourney Spotify playlist created by Coke employees. We're listening now!‰Û_ https://t.co/paZVkWTRFS,85,366
7.79E+17,21/9/16 20:26,@FredArthur1 Glad to help Fred. Some brands can vary depending upon the taste preferences in a particular country or geographic region.,1,1
7.79E+17,21/9/16 18:30,"16 months after a devastating earthquake, the villages of Nepal are coming back to life: https://t.co/jme7ZTG5Fg https://t.co/qICOh7MTdK",39,132
7.79E+17,21/9/16 17:20,Go inside a real-life Coca-Cola bottling plant with the help of a few great GIFs: https://t.co/cZ6GairtvU https://t.co/9j8E7i6iN4,58,218
7.79E+17,21/9/16 13:32,"RT @alistdaily: Global group director at @CocaCola, @Dbusk, details their refreshing approach to storytelling. #JourneyxJourney. https://t.‰Û_",15,0
7.78E+17,21/9/16 1:42,Thanks for showing us the ultimate @whitesox fan experience! Stay tuned for the play-by-play on‰Û_ https://t.co/GCXuCTZ7bv,22,87
7.78E+17,21/9/16 0:03,Next up in the Windy City? Checking out the @whitesox ballpark following Coke's big return this season:‰Û_ https://t.co/WtBkYbModx,13,51
7.78E+17,20/9/16 19:04,Fun time kickin' it with @IsacElliot in the @Sprite-green room. Thanks for having us! #WGCISPRITELOUNGE #JxJChicago https://t.co/FVjYmg9yLC,45,203
7.78E+17,20/9/16 18:26,Prepare to be astonished! Inside the world of wheelchair basketball: https://t.co/5yWyS0n6IX https://t.co/dUhCk3pyFn,36,138
7.78E+17,20/9/16 17:57,"@heidinreams heidinreams, Please give us a call (800) GET-COKE, Mon-Fri, 9a-7p EST, providing Reference #8006074547.",1,1
7.78E+17,20/9/16 17:31,"2,000 performers and volunteers, wheelchairs and dancers - what goes into the Paralympic Opening Games:‰Û_ https://t.co/ry9P1iIRm4",44,209
7.78E+17,20/9/16 16:55,Sneak peek of artist @IsacElliot in the #WGCISPRITELOUNGE today! Unbelievable experience. #JxJChicago https://t.co/0PLLJo6aOr,67,190
7.78E+17,20/9/16 15:08,From Syria to Germany - one refugee's story of survival and perseverance: https://t.co/IrLgaaqrfN https://t.co/cVo1UYqEks,36,180
7.78E+17,20/9/16 14:59,Good morning Chicago from the #WGCISPRITELOUNGE! #JxJChicago https://t.co/6d2VxaLTHR,26,141
7.78E+17,20/9/16 10:32,"@TheAndrewBrogan TheAndrewBrogan, please phone us on our freephone number (ROI) 1800 317 318, (NI) 0800 317 318.",1,1
7.78E+17,20/9/16 2:46,"Road trip tip: Drive through the ""Crossroads of America"" (Indiana) at sunset. You'll thank us later. #JxJTerreHaute‰Û_ https://t.co/7xUyeeWV8S",11,41
7.78E+17,19/9/16 23:41,@kathydriggs What a cutie!  Thanks for sharing.,2,1
7.78E+17,19/9/16 22:30,@Wasim55349030 Please contact our Pakistan office for assistance @+92-42-5756845.  Thanks for reaching out!,1,0
7.78E+17,19/9/16 18:33,What's it like to sleep on the streets? A group of business leaders finds out first hand: https://t.co/0U0KixkHy1 https://t.co/0KvjEVcTXI,32,147
7.78E+17,19/9/16 17:54,Advice from a Venture Capitalist. What you need to know to get ahead: https://t.co/4qMgOMQApz https://t.co/N5MF1Y4j1H,48,205
7.78E+17,19/9/16 17:52,Watch #JourneyxJourney kick off at Coke HQ in Atlanta! Follow the storytelling adventure at https://t.co/NEyDb3zaHN https://t.co/xV4KPgcZOM,32,70
7.78E+17,19/9/16 17:25,May or may not have shed a tear watching a live calf birth at the flagship @fairlife farm... #JxJFairOaks #Moooving https://t.co/TaZIzcotDo,42,198
7.78E+17,19/9/16 16:39,@diamondnews24 Thanks for your interest in partnering w/ Coca-Cola!  Pls send us your proposal &amp; contact info via https://t.co/uupLqBtxsJ,0,0
7.78E+17,19/9/16 16:37,It's a food truck revolution! Find out how these meals on wheels are changing the industry: https://t.co/wxZurVwmYa https://t.co/d0aMNrWJKr,43,210
7.78E+17,19/9/16 16:01,"@aguerrero66 The first Coca-Cola bottles were produced in Chattanooga, TN.  For more info, visit https://t.co/poLpnp7Jpp.",0,1
7.78E+17,19/9/16 14:45,Good moooorning @fairoaksfarms! _ÙêãTouring with @fairlife CEO learning all about the property &amp; products #JxJFairOaks https://t.co/oON9MbXsNs,32,131
7.78E+17,18/9/16 23:39,"We made it! Rumor has it, this is the only Indiana historical marker with a pic on it (looks good!) #JxJTerreHaute https://t.co/Sp1XYDvcAy",149,481
7.78E+17,18/9/16 16:59,"On the way to Terre Haute, IN, home of the iconic Coca-Cola contour bottle! #JXJTerreHaute https://t.co/WcFTyYJTZd https://t.co/pkRmVbYTBC",20,99
7.78E+17,18/9/16 14:17,Ms. AndrÌ© from Prince's Hot Chicken has the BEST stories! Honored to meet &amp; eat w/ the Queen herself _ÙÓ´ #JxJNashville https://t.co/xKGTZnmnyY,95,383
7.77E+17,18/9/16 4:09,.@ClaytonAnderson doin' his thing. Amazing way to spend #InternationalCountryMusicDay in Music City! #JxJNashville https://t.co/dn4LarAILH,57,157
7.77E+17,18/9/16 3:02,"Thanks for spending the day with us @ClaytonAnderson! Incredible musician, storyteller and now, friend #JxJNashville https://t.co/piftl4csCX",97,350
7.77E+17,17/9/16 19:37,In Nashville on #InternationalCountryMusicDay! 1st stop: @countrymusichof for some Music City history #JxJNashville https://t.co/jjVZd3lm5g,78,371
7.77E+17,17/9/16 18:17,RT @ClaytonAnderson: Hanging out with @CocaColaCo today! #JourneyxJourney Keep an eye on @CokeMusic's Twitter for a @periscopeco https://t.‰Û_,3,0
7.77E+17,17/9/16 18:15,This @CocaCola sign seems to be missing something. Find out why: https://t.co/iLZ2gXx6iD #MissingType https://t.co/xREpoMGL9e,40,211
7.77E+17,17/9/16 18:12,RT @CokeMusic: LIVE on #Periscope: Live with country artist @ClaytonAnderson singing #InTheDark for #JxJNashville!  https://t.co/nP1F00pY7W,15,0
7.77E+17,17/9/16 18:12,RT @CokeMusic: It's #InternationalCountryMusicDay and we're in studio w/ artist @ClaytonAnderson! Join us on Periscope in a few min https:/‰Û_,8,0
7.77E+17,17/9/16 16:15,@JR_Shank79 Have lots of fun and enjoy your day!,0,1
7.77E+17,17/9/16 15:45,Following our #JourneyxJourney storytelling road trip? Add thecocacolaco on Snapchat for a behind-the-scenes look! https://t.co/MmoQkx8FQq,246,1123
7.77E+17,17/9/16 12:16,Toured the new Chattanooga Coca-Cola distribution center warehouse. Blown away by all the innovative tech! #JxJChatt https://t.co/HzWg2Rpnee,125,587
7.77E+17,17/9/16 11:55,.@easybistro owner tells his journey bringing new life to a historic building (former Coke bottling plant) #JxJChatt https://t.co/li1PyHmmLe,52,201
7.77E+17,16/9/16 23:47,"@Zombie_Bitz Hi! Not sure what you mean.  If you mean, is it a flavor of one of our beverages, no, it is not.  Thanks!",0,1
7.77E+17,16/9/16 22:12,Working lunch at @mellowmushroom Chattanooga! The building used to be one of the 1st Coke bottling plants #JxJChatt https://t.co/noaoOk8hoR,32,159
7.77E+17,16/9/16 21:31,How does @CocaCola come up with new products? Check out the R&amp;D facility making it happen: https://t.co/R3KlC0BA8i https://t.co/GdYC8mWzsR,65,250
7.77E+17,16/9/16 19:25,It's 1 of the most famous signs in the world! Discover the Coke history @ Picadilly Circus: https://t.co/InQlAQODuO https://t.co/polJajK5Ou,59,287
7.77E+17,16/9/16 17:19,"RT @SeeRockCity: So glad to be a part of #JxJChatt, @CocaColaCo! Visit https://t.co/uDtOJS9yqC for more! #SeeRockCity #CokeJourney https://‰Û_",6,0
